,datum_dolaska,datum_odjave,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,rezervacija_id,gost_id,zemlja_gosta_mapped,total_occupancy
126,2015-07-23,2015-07-24,2,1,81.5143537313002,1353568,1041188,0,59.0
127,2015-12-23,2015-12-24,2,1,143.55393342652474,1353569,1102791,0,246.0
128,2015-10-23,2015-10-24,2,1,100.0,1353570,1003613,0,286.0
129,2015-07-23,2015-07-24,2,1,83.07111284679337,1353571,1057020,0,59.0
130,2015-07-23,2015-07-24,2,1,54.662366257438784,1353572,1047247,0,59.0
131,2015-05-23,2015-05-24,2,1,97.30349225780456,1353573,1060206,0,105.0
132,2015-07-23,2015-07-24,2,1,81.71845721568201,1353574,1021656,0,59.0
133,2015-05-23,2015-05-24,2,1,76.13089213543998,1353575,1079264,0,105.0
134,2015-07-23,2015-07-24,2,1,59.75391453027086,1353576,1028605,7,59.0
135,2015-10-23,2015-10-24,2,1,110.50593222263248,1353577,1083812,0,286.0
136,2015-11-23,2015-11-24,2,1,116.15674570023984,1353578,1015618,0,236.0
137,2015-07-23,2015-07-24,2,1,59.71291571018003,1353579,1040838,0,59.0
138,2015-07-23,2015-07-24,2,1,59.43896972994294,1353580,1089128,0,59.0
139,2015-07-23,2015-07-24,2,1,62.816658223976255,1353581,1101736,0,59.0
140,2015-07-23,2015-07-24,2,1,82.003683515679,1353582,1104239,0,59.0
141,2015-07-23,2015-07-24,2,1,111.13996706673986,1353583,1042141,0,59.0
142,2015-05-23,2015-05-24,2,8,98.35865168772705,1353584,1088141,0,105.0
143,2015-10-23,2015-10-24,2,1,113.8879227275807,1353585,1057803,0,286.0
144,2015-07-23,2015-07-24,2,1,100.0,1353586,1093293,0,59.0
145,2015-07-23,2015-07-24,2,1,59.96608923632972,1353587,1072521,0,59.0
146,2015-07-23,2015-07-24,2,1,62.315569633836446,1353588,1064158,0,59.0
147,2015-10-23,2015-10-24,2,1,130.66275588414783,1353589,1097195,0,286.0
148,2015-10-23,2015-10-24,2,1,98.13863011600831,1353590,1059564,0,286.0
149,2015-11-23,2015-11-24,2,8,142.82841335150027,1353591,1057001,0,236.0
150,2015-12-23,2015-12-24,2,1,141.4790760319746,1353592,1093534,0,246.0
151,2015-10-23,2015-10-24,2,1,109.4141378045348,1353593,1016109,0,286.0
152,2015-11-23,2015-11-24,2,1,123.3217904053522,1353594,1069885,0,236.0
153,2015-07-23,2015-07-24,2,1,84.35709485396708,1353595,1051908,0,59.0
154,2015-07-24,2015-07-25,0,1,100.0,1353603,1022969,0,65.0
155,2015-07-24,2015-07-26,0,2,100.0,1353604,1078830,0,65.0
156,2015-07-24,2015-07-26,0,2,100.0,1353605,1052948,0,65.0
157,2015-10-24,2015-10-26,0,2,100.0,1353606,1022159,0,238.0
158,2015-11-24,2015-11-26,0,2,100.0,1353607,1025644,0,247.0
159,2015-07-25,2015-07-26,2,1,100.0,1353608,1014714,0,73.0
160,2015-07-25,2015-07-26,2,1,65.01253644523696,1353609,1065205,0,73.0
161,2015-07-25,2015-07-26,0,2,100.0,1353610,1100282,0,73.0
162,2015-10-25,2015-10-26,2,1,100.0,1353611,1033525,0,288.0
163,2015-07-25,2015-07-26,2,1,89.99009644451999,1353612,1088795,0,73.0
164,2015-11-25,2015-11-28,2,1,113.30786741380406,1353617,1082403,17,279.0
165,2015-05-25,2015-05-28,2,1,52.73157873246824,1353618,1017804,0,124.0
166,2015-05-25,2015-05-28,2,1,67.00307869425725,1353623,1012087,0,124.0
167,2015-10-25,2015-10-28,2,1,99.82058327457663,1353624,1003166,17,288.0
168,2015-07-25,2015-07-28,2,1,44.68842183587728,1353631,1092331,0,73.0
169,2015-07-25,2015-07-28,2,1,83.17938745286301,1353634,1098474,17,73.0
170,2015-07-25,2015-07-28,2,1,131.8969538300738,1353635,1088388,17,73.0
171,2015-07-25,2015-07-28,2,1,68.65696154803723,1353638,1106753,0,73.0
172,2015-11-25,2015-11-28,2,1,111.72551829921564,1353639,1062465,0,279.0
173,2015-05-25,2015-05-28,2,1,81.93615710901827,1353641,1032600,0,124.0
174,2015-10-25,2015-10-28,2,1,96.0684194853194,1353642,1032148,0,288.0
175,2015-07-25,2015-07-28,2,1,90.35742046849748,1353643,1050270,17,73.0
176,2015-11-25,2015-11-28,2,1,170.46426866779444,1353645,1106223,0,279.0
177,2015-10-25,2015-10-28,2,1,110.22594630355684,1353646,1044668,0,288.0
178,2015-10-25,2015-10-29,2,1,77.81907615379073,1353649,1014567,0,288.0
179,2015-07-25,2015-07-29,2,1,100.0,1353650,1091471,0,73.0
180,2015-07-25,2015-07-29,2,1,59.45902204305971,1353651,1047911,3,73.0
181,2015-07-25,2015-07-29,2,1,59.72563223372546,1353652,1058625,0,73.0
182,2015-07-25,2015-07-29,2,1,61.41504893998792,1353653,1035485,5,73.0
183,2015-07-25,2015-07-29,2,1,45.93567934480035,1353654,1035759,0,73.0
184,2015-07-25,2015-07-29,2,1,58.33377078954431,1353659,1077482,0,73.0
185,2015-07-25,2015-07-29,2,1,61.76203311131846,1353660,1044979,0,73.0
186,2015-07-25,2015-07-29,2,1,100.0,1353661,1068604,0,73.0
187,2015-07-25,2015-07-29,2,1,42.51662457821779,1353662,1011404,0,73.0
188,2015-05-25,2015-05-29,2,1,56.406650293837465,1353663,1000403,0,124.0
189,2015-05-25,2015-05-29,2,1,55.1118510125202,1353664,1090587,0,124.0
190,2015-07-25,2015-07-29,2,1,52.10968621822121,1353665,1052876,0,73.0
191,2015-05-25,2015-05-29,2,1,70.9884783681206,1353666,1042413,0,124.0
192,2015-10-25,2015-10-29,2,1,83.45460780403052,1353667,1070853,0,288.0
193,2015-10-25,2015-10-29,2,1,76.40886680423772,1353668,1077675,0,288.0
194,2015-10-25,2015-10-29,2,1,72.77469467386295,1353671,1033113,0,288.0
195,2015-07-25,2015-07-29,2,1,54.56999749713501,1353673,1057853,17,73.0
196,2015-05-25,2015-05-29,2,1,50.90710972168006,1353676,1056171,3,124.0
197,2015-07-25,2015-07-29,2,1,50.71520941734615,1353677,1013358,0,73.0
198,2015-10-26,2015-10-27,0,1,100.0,1353682,1094304,0,288.0
199,2015-07-26,2015-07-31,2,1,100.0,1353684,1046423,0,73.0
200,2015-07-27,2015-07-29,2,1,137.98484815938207,1353687,1040171,3,58.0
201,2015-05-27,2015-05-29,2,1,52.46453854024502,1353690,1085818,3,132.0
202,2015-10-27,2015-10-29,2,1,87.25808440166722,1353693,1100777,3,272.0
203,2015-05-27,2015-05-29,2,1,61.64478646232129,1353699,1101307,3,132.0
204,2015-10-27,2015-10-29,2,1,73.60201297517322,1353700,1041367,3,272.0
205,2015-07-27,2015-07-29,2,1,60.256379134894445,1353701,1080793,0,58.0
206,2015-07-27,2015-07-29,2,1,53.12145358429287,1353702,1020099,3,58.0
207,2015-05-27,2015-05-29,2,1,100.0,1353703,1005066,3,132.0
208,2015-07-27,2015-07-29,2,1,52.66500245292921,1353707,1105031,0,58.0
209,2015-12-27,2015-12-29,2,1,108.48485675937232,1353708,1089812,3,469.0
210,2015-05-27,2015-05-29,2,1,51.92480056118975,1353709,1087993,3,132.0
211,2015-07-27,2015-07-29,2,1,136.39332469291034,1353710,1101582,3,58.0
212,2015-07-27,2015-07-29,2,1,100.0,1353711,1084521,3,58.0
213,2015-07-27,2015-07-29,2,1,45.0981507997589,1353721,1103904,3,58.0
214,2015-10-27,2015-10-29,2,1,96.4574192415551,1353722,1017292,3,272.0
215,2015-05-27,2015-05-29,2,1,66.08854978321992,1353723,1074744,0,132.0
216,2015-07-27,2015-07-29,2,1,59.72437852210575,1353726,1098899,3,58.0
217,2015-10-27,2015-10-29,2,1,70.70736894747333,1353727,1045719,3,272.0
218,2015-05-27,2015-05-29,2,1,63.69989656009804,1353728,1037364,3,132.0
219,2015-05-27,2015-05-30,2,1,88.15942309518925,1353734,1027697,0,132.0
220,2015-07-27,2015-07-30,0,1,51.21571734753533,1353735,1067869,0,58.0
221,2015-07-27,2015-07-30,2,1,55.65229090211366,1353736,1037523,12,58.0
222,2015-07-27,2015-07-30,2,1,55.77970647808159,1353737,1067783,5,58.0
223,2015-10-27,2015-10-30,2,1,99.0070285873414,1353739,1042756,18,272.0
224,2015-07-27,2015-08-06,2,1,64.96803107499287,1353740,1086566,1,58.0
225,2015-07-27,2015-08-06,2,1,40.18364109131248,1353741,1098851,0,58.0
226,2015-05-28,2015-05-28,0,1,100.0,1353742,1050563,0,152.0
227,2015-07-28,2015-07-28,0,1,100.0,1353743,1057848,0,71.0
228,2015-07-28,2015-07-30,0,1,54.7543774942034,1353744,1014785,0,71.0
229,2015-07-28,2015-07-30,0,1,100.0,1353745,1088470,0,71.0
230,2015-07-28,2015-07-31,0,1,100.0,1353746,1008538,0,71.0
231,2015-07-28,2015-07-31,2,1,78.32799200658958,1353747,1017005,7,71.0
232,2015-07-28,2015-08-04,2,1,56.42389590699786,1353748,1046536,12,71.0
233,2015-05-28,2015-06-04,2,1,87.63735495411285,1353749,1085836,12,152.0
234,2015-05-29,2015-05-30,0,1,70.4740151172312,1353750,1065117,0,112.0
235,2015-10-29,2015-10-30,2,3,100.0,1353751,1060826,0,256.0
236,2015-07-29,2015-08-01,2,1,64.98409155826275,1353752,1002804,0,70.0
237,2015-11-29,2015-12-02,2,1,80.68027308268259,1353753,1082551,25,220.0
238,2015-07-29,2015-08-01,2,1,54.04776622529303,1353754,1070430,0,70.0
239,2015-11-29,2015-12-06,2,1,101.14527634578327,1353756,1060924,5,220.0
240,2015-07-29,2015-08-05,2,1,134.10660712943417,1353757,1082506,0,70.0
241,2015-12-29,2015-12-30,0,1,123.87771413320728,1353758,1022361,0,630.0
242,2015-11-30,2015-12-03,2,1,97.19365517068223,1353759,1075389,0,241.0
243,2015-07-31,2015-08-02,2,1,52.48166193703555,1353762,1019463,12,34.0
244,2015-05-31,2015-06-04,2,1,133.68570214809392,1353763,1007414,0,95.0
245,2015-07-31,2015-08-05,2,1,55.88850436949188,1353764,1070024,1,34.0
246,2015-07-31,2015-08-09,2,1,53.997336615762194,1353765,1082818,3,34.0
247,2015-05-31,2015-06-09,2,1,74.23892494729283,1353766,1000277,0,95.0
248,2015-05-31,2015-06-09,2,1,74.42873069244799,1353767,1071970,0,95.0
249,2015-08-01,2015-08-02,0,1,71.32535937135056,1353769,1045964,0,39.0
250,2015-12-01,2015-12-04,2,8,134.76760356765175,1353770,1040555,17,212.0
251,2015-08-01,2015-08-04,2,1,62.04626011394512,1353771,1036898,17,39.0
252,2015-08-01,2015-08-04,2,1,87.33449145245342,1353775,1093983,17,39.0
253,2015-08-01,2015-08-04,2,1,85.46483059136533,1353776,1104463,17,39.0
254,2015-08-01,2015-08-04,2,1,111.65365818407906,1353781,1029566,17,39.0
255,2015-08-01,2015-08-04,2,1,89.45705770435359,1353785,1084883,17,39.0
256,2015-08-01,2015-08-04,2,1,60.58286590640319,1353787,1106964,17,39.0
257,2015-12-01,2015-12-04,2,1,160.01374654241644,1353790,1098869,17,212.0
258,2015-05-01,2015-05-04,2,8,88.37134186341157,1353793,1063975,17,28.0
259,2015-08-01,2015-08-04,2,1,68.45927632999593,1353794,1044100,17,39.0
260,2015-11-01,2015-11-04,2,1,146.55613126843895,1353798,1065123,17,193.0
261,2015-10-01,2015-10-04,2,1,107.05524945113577,1353799,1029016,17,253.0
262,2015-08-01,2015-08-04,2,1,132.97545113695026,1353800,1019069,17,39.0
263,2015-10-01,2015-10-06,2,1,106.8207760520902,1353801,1031441,42,253.0
264,2015-12-01,2015-12-07,2,1,121.62530148717627,1353802,1058501,0,212.0
265,2015-08-02,2015-08-03,0,3,100.0,1353803,1027097,47,34.0
266,2015-11-02,2015-11-05,2,1,126.02075720166644,1353804,1002103,13,218.0
267,2015-08-03,2015-08-04,0,2,100.0,1353805,1025303,0,61.0
268,2015-08-03,2015-08-04,0,8,66.4598740151389,1353806,1056287,0,61.0
269,2015-11-03,2015-11-04,0,1,100.0,1353807,1047622,0,200.0
270,2015-08-03,2015-08-04,0,8,65.49221858765503,1353808,1068061,0,61.0
271,2015-05-03,2015-05-06,2,1,71.30926885120972,1353811,1028636,0,65.0
272,2015-08-03,2015-08-06,0,5,100.0,1353812,1065926,0,61.0
273,2015-08-03,2015-08-07,2,1,52.31484899861963,1353817,1094040,3,61.0
274,2015-08-03,2015-08-07,2,1,53.42273211066031,1353819,1077676,3,61.0
275,2015-08-03,2015-08-07,2,1,54.88803861081912,1353821,1038643,3,61.0
276,2015-08-03,2015-08-07,2,1,51.3440871253579,1353825,1044049,3,61.0
277,2015-08-03,2015-08-07,2,1,58.30677694315179,1353829,1083051,3,61.0
278,2015-10-03,2015-10-07,2,1,71.48326256015078,1353830,1094368,3,235.0
279,2015-05-03,2015-05-07,2,1,73.28161061397086,1353832,1102565,3,65.0
280,2015-08-03,2015-08-07,2,1,49.27934701413427,1353836,1070104,3,61.0
281,2015-08-03,2015-08-07,2,1,71.89562735338576,1353837,1030963,3,61.0
282,2015-08-03,2015-08-07,2,1,56.38816666525388,1353839,1042715,3,61.0
283,2015-05-03,2015-05-07,2,1,68.89983991134217,1353840,1088029,3,65.0
284,2015-08-03,2015-08-07,2,1,100.0,1353842,1014872,3,61.0
285,2015-08-03,2015-08-08,2,1,73.53156682162094,1353844,1002134,5,61.0
286,2015-01-03,2015-01-07,2,1,116.80669275940502,1353847,1021294,3,27.0
287,2015-08-03,2015-08-07,2,1,100.0,1353848,1058612,0,61.0
288,2015-08-04,2015-08-06,2,1,68.1879766746153,1353849,1043001,13,69.0
289,2015-05-04,2015-05-06,0,1,100.0,1353850,1074620,0,82.0
290,2015-08-04,2015-08-06,2,1,76.15044415187268,1353851,1020764,14,69.0
291,2015-08-04,2015-08-05,2,1,76.45567954283878,1353854,1084198,0,69.0
292,2015-08-04,2015-08-10,2,1,68.688095101674,1353856,1104702,8,69.0
293,2015-11-05,2015-11-07,2,1,111.01614899170298,1353857,1002203,3,215.0
294,2015-05-05,2015-05-07,2,1,85.69331864890123,1353859,1003547,0,106.0
295,2015-05-05,2015-05-07,2,1,61.42201082785783,1353860,1100858,3,106.0
296,2015-05-05,2015-05-06,0,1,81.39000142479618,1353862,1084961,5,106.0
297,2015-08-05,2015-08-06,0,2,66.03486244343469,1353863,1052027,0,122.0
298,2015-08-05,2015-08-06,0,1,74.13551677973018,1353864,1042252,0,122.0
299,2015-08-05,2015-08-06,0,1,62.91897847570649,1353865,1094599,0,122.0
300,2015-08-05,2015-08-06,0,3,100.0,1353866,1101422,47,122.0
301,2015-08-05,2015-08-06,0,1,100.0,1353869,1104834,0,122.0
302,2015-05-05,2015-05-07,2,1,68.16970019159811,1353870,1073886,3,106.0
303,2015-10-05,2015-10-07,2,1,98.49462825265388,1353875,1080115,5,262.0
304,2015-08-05,2015-08-07,0,1,61.946609226937134,1353877,1077133,17,122.0
305,2015-10-05,2015-10-07,2,1,66.22500884060098,1353878,1011211,3,262.0
306,2015-05-05,2015-05-07,2,1,100.0,1353880,1080660,0,106.0
307,2015-08-05,2015-08-07,2,1,58.019331380638135,1353881,1095322,3,122.0
308,2015-11-05,2015-11-07,2,1,76.86863733189335,1353884,1104175,3,215.0
309,2015-11-05,2015-11-07,2,1,88.42855026776907,1353885,1051411,3,215.0
310,2015-08-05,2015-08-07,0,1,95.21857238929914,1353889,1099969,12,122.0
311,2015-10-05,2015-10-07,0,1,95.15303143102452,1353890,1048341,1,262.0
312,2015-08-05,2015-08-07,2,1,75.71680616398415,1353895,1023454,48,122.0
313,2015-08-05,2015-08-07,2,1,51.82868397533609,1353896,1064672,3,122.0
314,2015-08-05,2015-08-07,2,1,55.90786248816057,1353897,1091163,32,122.0
315,2015-08-05,2015-08-08,1,1,58.3666719973744,1353899,1024731,20,122.0
316,2015-08-05,2015-08-08,1,1,57.20841752463085,1353900,1025635,20,122.0
317,2015-08-05,2015-08-08,1,1,56.96911066187143,1353901,1083552,20,122.0
318,2015-08-05,2015-08-08,1,1,57.94387639457372,1353902,1061802,20,122.0
319,2015-11-05,2015-11-08,0,8,114.87105367100614,1353903,1040378,4,215.0
320,2015-05-05,2015-05-08,1,1,56.72190749392524,1353904,1096663,20,106.0
321,2015-08-05,2015-08-08,1,1,53.22184026811925,1353905,1089504,20,122.0
322,2015-08-05,2015-08-08,1,1,58.52754707757825,1353907,1099499,20,122.0
323,2015-08-05,2015-08-08,1,1,61.80685141416786,1353908,1089023,20,122.0
324,2015-11-05,2015-11-08,1,1,86.06363519733912,1353909,1039515,20,215.0
325,2015-08-05,2015-08-08,1,1,64.46158276798977,1353910,1098906,20,122.0
326,2015-08-05,2015-08-08,1,1,53.48182452380493,1353911,1002473,20,122.0
327,2015-08-05,2015-08-08,1,1,60.24171960865537,1353912,1024363,3,122.0
328,2015-08-05,2015-08-08,1,1,56.59175720073456,1353913,1005766,20,122.0
329,2015-10-05,2015-10-08,1,1,76.8454847152931,1353914,1024139,20,262.0
330,2015-08-05,2015-08-08,1,1,100.0,1353915,1049159,20,122.0
331,2015-11-05,2015-11-08,2,1,90.05499412120818,1353916,1064778,0,215.0
332,2015-08-05,2015-08-08,1,1,59.77420742094219,1353917,1004586,20,122.0
