datum_dolaska,total_occupancy
2015-09-25,539.0
2015-09-26,413.0
2015-09-27,311.0
2015-09-28,321.0
2015-09-29,338.0
2015-09-30,343.0
2015-05-02,57.0
2015-10-02,243.0
2015-12-02,201.0
2015-12-04,321.0
2015-10-04,251.0
2015-11-04,196.0
2015-12-05,585.0
2015-12-16,223.0
2015-12-19,294.0
2015-12-20,251.0
2015-11-27,296.0
2015-11-28,251.0
2015-12-31,617.0
2015-01-07,29.0
2015-01-11,21.0
2015-01-19,34.0
2015-01-20,36.0
2015-01-23,28.0
2015-01-27,21.0
2015-01-30,10.0
2015-12-30,660.0
2016-01-01,574.0
2016-01-02,650.0
2016-01-03,552.0
2016-01-04,512.0
2016-01-05,487.0
2016-01-06,406.0
2016-01-07,383.0
2016-01-08,405.0
2016-01-09,362.0
2016-01-10,372.0
2016-01-11,365.0
2016-01-12,360.0
2016-01-13,428.0
2016-01-14,482.0
2016-01-15,508.0
2016-01-16,516.0
2016-01-17,516.0
2016-01-18,367.0
2016-01-19,403.0
2016-01-20,462.0
2016-01-21,460.0
2016-01-22,426.0
2016-01-23,419.0
2016-01-24,434.0
2016-01-25,424.0
2016-01-26,440.0
2016-01-27,453.0
2016-01-28,431.0
2016-01-29,494.0
2016-01-30,422.0
2016-01-31,408.0
2016-02-01,321.0
2016-02-02,228.0
2016-02-03,226.0
2016-02-04,216.0
2016-02-05,263.0
2016-02-06,385.0
2016-02-07,436.0
2016-02-08,430.0
2016-02-09,399.0
2016-02-10,374.0
2016-02-11,277.0
2016-02-12,378.0
2016-02-13,482.0
2016-02-14,488.0
2016-02-15,366.0
2016-02-16,296.0
2016-02-17,288.0
2016-02-18,277.0
2016-02-19,404.0
2016-02-20,421.0
2016-02-21,367.0
2016-02-22,326.0
2016-02-23,314.0
2016-02-24,340.0
2016-02-25,367.0
2016-02-26,389.0
2016-02-27,433.0
2016-02-28,399.0
2016-02-29,289.0
2016-07-01,543.0
2016-03-01,226.0
2016-12-01,630.0
2016-03-02,244.0
2016-08-03,463.0
2016-03-03,209.0
2016-07-03,491.0
2016-12-03,988.0
2016-06-04,473.0
2016-11-04,700.0
2016-07-04,508.0
2016-12-04,1077.0
2016-07-05,512.0
2016-12-05,1025.0
2016-08-05,436.0
2016-11-05,717.0
2016-08-06,483.0
2016-06-06,467.0
2016-12-06,1092.0
2016-08-07,470.0
2016-03-07,143.0
2016-06-07,399.0
2016-03-08,135.0
2016-12-09,1026.0
2016-03-09,123.0
2016-06-09,410.0
2016-12-10,1087.0
2016-08-10,455.0
2016-03-10,122.0
2016-06-10,457.0
2016-07-10,441.0
2016-08-11,454.0
2016-03-11,164.0
2016-07-11,498.0
2016-12-11,1090.0
2016-06-12,476.0
2016-03-12,162.0
2016-12-12,885.0
2016-07-13,559.0
2016-03-13,178.0
2016-08-13,456.0
2016-06-14,391.0
2016-03-14,172.0
2016-12-14,858.0
2016-07-14,523.0
2016-06-15,442.0
2016-03-15,151.0
2016-12-16,854.0
2016-07-16,515.0
2016-06-16,438.0
2016-03-16,150.0
2016-03-17,153.0
2016-07-17,482.0
2016-12-17,938.0
2016-06-17,536.0
2016-03-18,145.0
2016-12-18,934.0
2016-06-18,452.0
2016-08-18,496.0
2016-07-18,510.0
2016-03-19,150.0
2016-12-19,930.0
2016-11-20,668.0
2016-07-20,542.0
2016-08-20,516.0
2016-12-20,992.0
2016-06-20,554.0
2016-03-20,178.0
2016-08-21,500.0
2016-03-21,180.0
2016-06-21,492.0
2016-12-21,1039.0
2016-11-21,633.0
2016-11-22,557.0
2016-07-22,578.0
2016-06-22,460.0
2016-11-23,554.0
2016-03-23,162.0
2016-12-23,1025.0
2016-08-23,455.0
2016-07-24,509.0
2016-08-24,483.0
2016-06-24,488.0
2016-11-24,551.0
2016-12-24,1072.0
2016-03-24,185.0
2016-03-25,215.0
2016-12-25,1050.0
2016-08-25,475.0
2016-07-25,514.0
2016-03-26,206.0
2016-08-27,438.0
2016-12-27,1275.0
2016-03-28,193.0
2016-08-28,483.0
2016-03-29,157.0
2016-12-29,1293.0
2016-06-29,500.0
2016-08-29,460.0
2016-12-30,1260.0
2016-07-30,526.0
2016-06-30,497.0
2016-03-30,134.0
2016-08-31,394.0
2016-03-31,163.0
2016-04-01,165.0
2016-06-01,300.0
2016-04-02,171.0
2016-12-02,843.0
2016-08-02,417.0
2016-06-02,389.0
2016-04-03,168.0
2016-06-03,451.0
2016-04-04,156.0
2016-04-05,143.0
2016-04-06,196.0
2016-04-07,197.0
2016-04-08,170.0
2016-12-08,1051.0
2016-08-08,518.0
2016-06-08,391.0
2016-07-08,433.0
2016-04-09,185.0
2016-08-09,481.0
2016-04-10,172.0
2016-04-11,197.0
2016-04-12,174.0
2016-04-13,196.0
2016-12-13,867.0
2016-04-14,200.0
2016-12-15,820.0
2016-04-15,202.0
2016-04-16,206.0
2016-08-16,429.0
2016-04-17,228.0
2016-11-17,644.0
2016-04-18,207.0
2016-07-19,516.0
2016-06-19,526.0
2016-04-20,177.0
2016-04-21,158.0
2016-06-23,416.0
2016-04-23,180.0
2016-04-25,188.0
2016-04-26,204.0
2016-06-26,498.0
2016-12-28,1291.0
2016-07-29,525.0
2016-04-29,205.0
2016-04-30,196.0
2016-10-02,609.0
2016-07-02,527.0
2016-10-04,584.0
2016-05-04,292.0
2016-06-05,440.0
2016-10-05,579.0
2016-05-05,315.0
2016-10-06,606.0
2016-07-06,512.0
2016-11-06,699.0
2016-05-07,340.0
2016-11-07,646.0
2016-12-07,991.0
2016-07-07,457.0
2016-10-08,618.0
2016-07-09,444.0
2016-10-09,623.0
2016-10-10,661.0
2016-05-10,312.0
2016-10-11,600.0
2016-06-11,458.0
2016-05-11,327.0
2016-10-13,600.0
2016-05-13,371.0
2016-06-13,455.0
2016-10-14,602.0
2016-05-14,365.0
2016-11-14,630.0
2016-10-15,563.0
2016-10-16,609.0
2016-10-17,586.0
2016-05-17,351.0
2016-10-19,657.0
2016-12-22,997.0
2016-05-22,389.0
2016-10-23,672.0
2016-07-23,580.0
2016-11-25,617.0
2016-06-25,382.0
2016-10-25,612.0
2016-05-25,368.0
2016-12-26,1153.0
2016-05-26,342.0
2016-10-26,645.0
2016-07-26,530.0
2016-11-26,687.0
2016-07-27,529.0
2016-10-27,619.0
2016-06-27,433.0
2016-11-27,607.0
2016-10-29,723.0
2016-05-29,316.0
2016-12-31,1161.0
2016-10-31,611.0
2016-11-09,565.0
2016-11-01,637.0
2016-05-01,234.0
2016-05-02,274.0
2016-10-07,630.0
2016-05-09,320.0
2016-10-12,589.0
2016-07-12,513.0
2016-07-15,512.0
2016-11-15,593.0
2016-11-16,652.0
2016-10-20,667.0
2016-05-20,321.0
2016-10-21,647.0
2016-07-21,605.0
2016-05-24,356.0
2016-05-28,330.0
2016-11-28,586.0
2016-07-28,549.0
2016-10-28,707.0
2016-10-01,538.0
2016-08-01,458.0
2016-08-04,441.0
2016-05-06,319.0
2016-05-08,324.0
2016-05-12,347.0
2016-08-12,452.0
2016-11-12,641.0
2016-08-14,447.0
2016-05-21,388.0
2016-10-22,597.0
2016-09-01,435.0
2016-09-02,513.0
2016-09-03,537.0
2016-09-06,538.0
2016-09-08,591.0
2016-09-12,593.0
2016-09-13,617.0
2016-09-14,534.0
2016-09-15,599.0
2016-09-16,606.0
2016-09-19,549.0
2016-09-23,572.0
2016-09-26,535.0
2016-09-27,514.0
2016-09-30,575.0
2016-05-03,268.0
2016-11-03,680.0
2016-10-03,575.0
2017-01-10,502.0
2017-06-20,512.0
2017-05-26,237.0
2016-06-28,451.0
2016-11-19,703.0
2015-07-01,57.0
2015-01-01,10.0
2015-07-04,17.0
2015-01-04,27.0
2015-07-16,29.0
2015-07-17,60.0
2017-03-15,154.0
2015-07-30,38.0
2016-08-17,465.0
2017-02-07,295.0
2017-03-14,126.0
2017-07-24,584.0
2016-03-05,177.0
2016-10-18,600.0
2016-11-30,599.0
2016-09-18,579.0
2016-11-02,668.0
2016-11-13,644.0
2017-01-02,1079.0
2017-01-24,519.0
2017-01-31,411.0
2017-05-02,207.0
2017-10-08,398.0
2017-05-22,214.0
2017-06-06,469.0
2017-10-26,385.0
2017-07-04,568.0
2017-05-11,271.0
2017-10-16,293.0
2017-07-23,571.0
2017-10-22,344.0
2015-01-09,25.0
2017-11-03,292.0
2017-01-15,506.0
2017-01-03,880.0
2016-07-31,459.0
2017-12-18,525.0
2017-04-05,200.0
2017-05-24,234.0
2017-03-20,214.0
2017-10-27,382.0
2016-09-11,633.0
2017-02-09,376.0
2017-02-13,514.0
2017-02-21,478.0
2017-05-31,253.0
2017-06-28,510.0
2016-11-11,677.0
2016-09-07,535.0
2016-09-21,616.0
2016-09-28,555.0
2016-11-18,679.0
2017-01-16,455.0
2017-10-01,86.0
2017-12-28,545.0
2017-07-13,530.0
2017-05-23,203.0
2016-11-08,581.0
2017-06-05,479.0
2017-11-20,276.0
2017-11-22,277.0
2016-11-10,637.0
2017-05-12,314.0
2016-08-30,432.0
2017-01-09,487.0
2017-07-02,513.0
2017-07-10,536.0
2017-01-29,495.0
2017-07-31,482.0
2017-12-05,498.0
2017-10-13,358.0
2017-03-04,221.0
2015-01-02,16.0
2015-01-05,28.0
2015-01-06,30.0
2017-01-30,429.0
2017-02-20,496.0
2015-01-14,25.0
2015-01-13,25.0
2015-01-16,13.0
2015-01-15,20.0
2017-02-01,371.0
2017-07-19,546.0
2017-06-01,340.0
2017-03-07,197.0
2017-12-16,485.0
2017-07-08,542.0
2017-02-10,438.0
2015-01-28,18.0
2017-04-02,204.0
2016-11-29,559.0
2017-02-02,399.0
2017-02-04,392.0
2016-10-30,684.0
2017-01-14,548.0
2017-10-05,368.0
2017-01-26,532.0
2017-06-11,553.0
2017-10-29,360.0
2017-07-03,534.0
2017-01-21,595.0
2017-01-27,550.0
2017-02-16,544.0
2017-06-14,501.0
2017-01-25,542.0
2017-04-19,200.0
2017-12-01,299.0
2017-05-19,274.0
2017-06-23,461.0
2016-04-28,187.0
2017-04-08,204.0
2017-12-11,498.0
2017-06-09,524.0
2017-12-24,540.0
2017-06-27,546.0
2017-10-09,408.0
2017-12-17,549.0
2017-02-28,485.0
2016-10-24,644.0
2017-06-29,475.0
2017-12-09,479.0
2017-06-26,521.0
2017-02-14,536.0
2017-01-18,529.0
2017-12-04,475.0
2017-10-06,378.0
2017-03-01,420.0
2017-01-08,550.0
2017-12-15,492.0
2017-03-22,186.0
2016-03-04,190.0
2016-03-06,170.0
2017-02-08,309.0
2017-11-21,281.0
2017-11-04,269.0
2016-08-15,442.0
2017-08-30,359.0
2017-08-15,477.0
2017-08-06,437.0
2016-08-19,432.0
2017-03-13,159.0
2017-07-11,531.0
2016-08-22,476.0
2016-03-22,166.0
2016-03-27,169.0
2016-08-26,488.0
2017-06-18,513.0
2017-01-04,757.0
2017-07-29,567.0
2017-08-19,470.0
2017-03-12,175.0
2017-06-12,517.0
2017-12-29,556.0
2016-04-19,167.0
2016-04-24,187.0
2016-04-22,164.0
2017-07-16,513.0
2016-04-27,198.0
2017-03-21,173.0
2017-12-21,524.0
2017-06-02,411.0
2017-10-21,313.0
2017-10-30,322.0
2017-10-07,411.0
2017-12-02,378.0
2017-12-10,459.0
2017-10-15,345.0
2017-05-17,283.0
2017-12-31,476.0
2017-07-20,574.0
2017-08-23,426.0
2017-05-29,272.0
2017-01-05,722.0
2017-01-17,476.0
2017-02-23,514.0
2017-02-24,494.0
2017-12-25,568.0
2017-07-14,460.0
2016-05-16,349.0
2016-05-15,351.0
2016-05-18,310.0
2017-06-07,448.0
2017-07-30,476.0
2017-01-07,586.0
2017-01-23,567.0
2017-02-05,402.0
2017-01-20,564.0
2017-11-02,287.0
2016-05-19,266.0
2017-10-11,392.0
2016-05-23,401.0
2017-12-30,520.0
2016-05-27,310.0
2016-05-31,282.0
2017-02-19,575.0
2017-07-05,522.0
2017-10-28,380.0
2016-05-30,297.0
2017-12-23,484.0
2017-01-13,538.0
2017-08-21,439.0
2017-01-22,587.0
2017-02-06,314.0
2017-04-16,196.0
2017-11-12,250.0
2017-08-31,358.0
2017-11-16,279.0
2017-03-30,177.0
2017-02-12,515.0
2017-12-13,476.0
2016-09-20,546.0
2017-02-25,462.0
2016-09-05,590.0
2017-12-08,453.0
2017-06-19,488.0
2017-07-15,548.0
2017-12-22,524.0
2017-10-18,316.0
2017-05-03,191.0
2017-07-17,555.0
2017-12-20,562.0
2017-07-18,519.0
2017-08-16,466.0
2017-01-01,1124.0
2017-08-14,467.0
2017-08-04,486.0
2017-12-14,468.0
2017-08-08,422.0
2017-02-17,550.0
2017-07-28,546.0
2017-12-27,528.0
2017-01-11,521.0
2017-06-16,489.0
2017-11-01,314.0
2017-08-29,408.0
2017-11-11,225.0
2017-02-22,518.0
2017-10-03,254.0
2016-09-04,524.0
2016-09-09,572.0
2017-05-14,293.0
2017-07-22,595.0
2016-09-10,553.0
2016-09-17,556.0
2017-07-06,602.0
2017-06-15,512.0
2017-06-25,546.0
2016-09-22,582.0
2016-09-24,514.0
2016-09-25,616.0
2017-03-17,185.0
2017-12-06,475.0
2016-09-29,537.0
2017-01-12,529.0
2017-08-18,459.0
2017-02-27,478.0
2017-10-20,324.0
2017-11-15,301.0
2017-01-19,579.0
2017-05-07,221.0
2017-08-02,437.0
2017-12-03,468.0
2017-12-19,555.0
2017-06-03,464.0
2017-07-01,503.0
2017-08-20,456.0
2017-07-21,605.0
2017-12-07,450.0
2017-05-30,236.0
2017-02-11,449.0
2017-01-06,656.0
2017-04-18,206.0
2017-02-15,624.0
2017-01-28,537.0
2017-06-04,464.0
2017-02-03,377.0
2017-06-08,481.0
2017-02-18,505.0
2017-06-30,489.0
2017-02-26,508.0
2017-03-02,346.0
2017-12-12,487.0
2017-03-03,296.0
2017-08-01,436.0
2017-08-03,500.0
2017-03-10,181.0
2017-03-05,193.0
2017-06-10,496.0
2017-08-05,501.0
2017-11-05,229.0
2017-03-06,195.0
2017-11-06,260.0
2017-11-07,269.0
2017-03-27,156.0
2017-08-07,460.0
2017-07-07,556.0
2017-03-08,176.0
2017-03-09,147.0
2017-08-09,470.0
2017-11-09,270.0
2017-07-09,541.0
2017-08-10,502.0
2017-03-11,161.0
2017-08-11,502.0
2017-11-08,266.0
2017-11-10,246.0
2017-07-12,500.0
2017-11-13,266.0
2017-06-13,502.0
2017-08-13,475.0
2017-11-14,259.0
2017-08-12,535.0
2017-03-16,174.0
2017-03-29,182.0
2017-11-17,288.0
2017-03-18,192.0
2017-11-18,279.0
2017-08-17,458.0
2017-06-17,512.0
2017-03-19,204.0
2017-11-19,288.0
2017-06-22,454.0
2017-07-25,533.0
2017-10-12,354.0
2017-06-21,465.0
2017-08-22,399.0
2017-03-23,163.0
2017-11-23,260.0
2017-05-21,226.0
2017-08-24,464.0
2017-03-24,191.0
2017-11-24,265.0
2017-06-24,461.0
2017-11-25,254.0
2017-03-25,161.0
2017-12-26,540.0
2017-03-26,170.0
2017-08-26,452.0
2017-08-25,499.0
2017-03-28,157.0
2017-07-26,574.0
2017-08-27,466.0
2017-07-27,572.0
2017-11-27,213.0
2017-11-26,236.0
2017-08-28,444.0
2017-03-31,194.0
2017-11-29,201.0
2017-04-01,201.0
2017-11-30,255.0
2017-04-03,216.0
2017-04-04,183.0
2017-04-13,228.0
2017-04-06,182.0
2017-04-07,196.0
2017-04-09,231.0
2017-04-10,208.0
2017-04-11,207.0
2017-04-12,214.0
2017-04-14,244.0
2017-04-15,231.0
2017-04-17,223.0
2017-04-20,198.0
2017-04-21,195.0
2017-04-22,153.0
2017-04-24,153.0
2017-04-23,174.0
2017-04-25,149.0
2017-04-26,154.0
2017-04-27,173.0
2017-04-28,209.0
2017-10-14,335.0
2017-04-29,216.0
2017-04-30,215.0
2017-11-28,209.0
2017-05-01,221.0
2017-10-02,201.0
2017-10-04,332.0
2017-05-05,194.0
2017-05-04,205.0
2017-05-06,226.0
2017-05-08,234.0
2017-05-09,256.0
2017-05-16,274.0
2017-10-31,314.0
2017-10-10,385.0
2017-05-10,245.0
2017-05-13,289.0
2017-05-15,303.0
2017-10-17,313.0
2017-05-18,286.0
2017-10-19,317.0
2017-05-20,266.0
2017-10-23,329.0
2017-10-24,349.0
2017-10-25,381.0
2017-05-25,238.0
2017-05-27,256.0
2017-05-28,261.0
